"Model","Scenario","Region","Fuel","Period","Rate","Size","Category","Type"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_limbio","World","Gas","2020-2030",0.178461325755846,27270.306748635,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_limbio","World","Oil","2020-2030",-0.00536906047942892,27270.306748635,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5ASIA","Total","2020-2030",0.234248327477981,11332.644911292,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5ASIA","Coal","2020-2030",-0.261058115665491,11332.644911292,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5ASIA","Gas","2020-2030",0.187980966087989,11332.644911292,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5ASIA","Oil","2020-2030",-0.00283378502933599,11332.644911292,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5LAM","Total","2020-2030",0.301831451338714,1984.1701050774,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5LAM","Coal","2020-2030",-0.00620660725171021,1984.1701050774,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5LAM","Gas","2020-2030",0.179007260549037,1984.1701050774,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5LAM","Oil","2020-2030",-0.00507826275167418,1984.1701050774,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5MAF","Total","2020-2030",0.37162388212736,2773.0672698576,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5MAF","Coal","2020-2030",-0.115283306743012,2773.0672698576,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5MAF","Gas","2020-2030",0.326725858865416,2773.0672698576,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5MAF","Oil","2020-2030",-0.0297294162644794,2773.0672698576,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5OECD90+EU","Total","2020-2030",0.110635754857519,9705.513672039,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5OECD90+EU","Coal","2020-2030",-0.19098832818869,9705.513672039,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5OECD90+EU","Gas","2020-2030",0.211630462661054,9705.513672039,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5OECD90+EU","Oil","2020-2030",-0.00221532572365981,9705.513672039,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5REF","Total","2020-2030",0.109380049241518,1611.6939414513,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5REF","Coal","2020-2030",-0.152337266033719,1611.6939414513,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5REF","Gas","2020-2030",0.107223674697062,1611.6939414513,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","R5REF","Oil","2020-2030",0,1611.6939414513,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","World","Total","2020-2030",0.201923666147547,27407.089898745,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","World","Coal","2020-2030",-0.19665141956514,27407.089898745,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","World","Gas","2020-2030",0.204995469989292,27407.089898745,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nobeccs","World","Oil","2020-2030",-0.00533194010979953,27407.089898745,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5ASIA","Total","2020-2030",0.257145461295234,11481.530019759,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5ASIA","Coal","2020-2030",-0.130640109503235,11481.530019759,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5ASIA","Gas","2020-2030",0.140950791738884,11481.530019759,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5ASIA","Oil","2020-2030",-0.00278353572915806,11481.530019759,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5LAM","Total","2020-2030",0.267624444381508,1944.9912328239,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5LAM","Coal","2020-2030",-0.00632894354106044,1944.9912328239,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5LAM","Gas","2020-2030",0.152061798213143,1944.9912328239,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5LAM","Oil","2020-2030",-0.00510633037496022,1944.9912328239,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5MAF","Total","2020-2030",0.336724500748803,2714.8818806766,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5MAF","Coal","2020-2030",-0.117761160421728,2714.8818806766,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5MAF","Gas","2020-2030",0.302094342427083,2714.8818806766,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5MAF","Oil","2020-2030",-0.0305004636460145,2714.8818806766,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5OECD90+EU","Total","2020-2030",0.0751371913969752,9526.523360904,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5OECD90+EU","Coal","2020-2030",-0.161621982819018,9526.523360904,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5OECD90+EU","Gas","2020-2030",0.199226563422052,9526.523360904,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5OECD90+EU","Oil","2020-2030",-0.00225261424045504,9526.523360904,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5REF","Total","2020-2030",0.124440440615042,1624.6355414187,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5REF","Coal","2020-2030",-0.151504963585039,1624.6355414187,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5REF","Gas","2020-2030",0.126316720889778,1624.6355414187,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","R5REF","Oil","2020-2030",0,1624.6355414187,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","World","Total","2020-2030",0.194378393299597,27292.562042805,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","World","Coal","2020-2030",-0.132556322825095,27292.562042805,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","World","Gas","2020-2030",0.177242253881228,27292.562042805,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","World","Oil","2020-2030",-0.00535514967884557,27292.562042805,"H2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5ASIA","Total","2020-2030",0.238970182798469,11363.031171165,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5ASIA","Coal","2020-2030",-0.261051673728276,11363.031171165,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5ASIA","Gas","2020-2030",0.186630788604567,11363.031171165,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5ASIA","Oil","2020-2030",-0.00282452029237102,11363.031171165,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5LAM","Total","2020-2030",0.295026346117949,1976.2506358761,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5LAM","Coal","2020-2030",-0.00581409636349403,1976.2506358761,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5LAM","Gas","2020-2030",0.104766754721784,1976.2506358761,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5LAM","Oil","2020-2030",-0.0050901563328988,1976.2506358761,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5MAF","Total","2020-2030",0.377622023238059,2783.3196580386,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5MAF","Coal","2020-2030",-0.114859159173936,2783.3196580386,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5MAF","Gas","2020-2030",0.270983598385141,2783.3196580386,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5MAF","Oil","2020-2030",-0.0296192013892846,2783.3196580386,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5OECD90+EU","Total","2020-2030",0.149154852035857,9907.501193637,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5OECD90+EU","Coal","2020-2030",-0.199975490486344,9907.501193637,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5OECD90+EU","Gas","2020-2030",0.242658725451261,9907.501193637,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5OECD90+EU","Oil","2020-2030",-0.00217094714077993,9907.501193637,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5REF","Total","2020-2030",0.111917484011078,1613.8599316611,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5REF","Coal","2020-2030",-0.151947787842901,1613.8599316611,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5REF","Gas","2020-2030",0.0921063162719469,1613.8599316611,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","R5REF","Oil","2020-2030",0,1613.8599316611,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","World","Total","2020-2030",0.217330834763617,27643.962597045,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","World","Coal","2020-2030",-0.199826562886302,27643.962597045,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","World","Gas","2020-2030",0.203833263568239,27643.962597045,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","World","Oil","2020-2030",-0.00528516499382102,27643.962597045,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5ASIA","Total","2020-2030",0.239963181000212,11369.442099276,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5ASIA","Coal","2020-2030",-0.271450573765561,11369.442099276,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5ASIA","Gas","2020-2030",0.183725402377995,11369.442099276,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5ASIA","Oil","2020-2030",-0.00282295022135201,11369.442099276,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5LAM","Total","2020-2030",0.301593018590707,1983.8915551563,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5LAM","Coal","2020-2030",-0.0062165763026439,1983.8915551563,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5LAM","Gas","2020-2030",0.115786378902199,1983.8915551563,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5LAM","Oil","2020-2030",-0.00510998926985266,1983.8915551563,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5MAF","Total","2020-2030",0.35923530560065,2752.1292546726,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5MAF","Coal","2020-2030",-0.116160879832161,2752.1292546726,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5MAF","Gas","2020-2030",0.248505830941999,2752.1292546726,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5MAF","Oil","2020-2030",-0.0299548185365324,2752.1292546726,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5OECD90+EU","Total","2020-2030",0.130223134288719,9807.186541329,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5OECD90+EU","Coal","2020-2030",-0.203495072024066,9807.186541329,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5OECD90+EU","Gas","2020-2030",0.234310901394295,9807.186541329,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5OECD90+EU","Oil","2020-2030",-0.0021923303201375,9807.186541329,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5REF","Total","2020-2030",0.111861496683767,1613.8120772775,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5REF","Coal","2020-2030",-0.151933154621347,1613.8120772775,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5REF","Gas","2020-2030",0.0892698904341064,1613.8120772775,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","R5REF","Oil","2020-2030",0,1613.8120772775,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Total","2020-2030",0.209721228748534,27526.461531045,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Coal","2020-2030",-0.205590174936639,27526.461531045,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Gas","2020-2030",0.197790720418009,27526.461531045,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Oil","2020-2030",-0.00531027783240292,27526.461531045,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5ASIA","Total","2020-2030",0.240385056615272,11372.167974273,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5ASIA","Coal","2020-2030",-0.262916434991608,11372.167974273,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5ASIA","Gas","2020-2030",0.181795378237628,11372.167974273,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5ASIA","Oil","2020-2030",-0.00282262047141913,11372.167974273,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5LAM","Total","2020-2030",0.303888687388149,1986.576731481,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5LAM","Coal","2020-2030",-0.00620452927273093,1986.576731481,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5LAM","Gas","2020-2030",0.178623120723688,1986.576731481,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5LAM","Oil","2020-2030",-0.00507084182592337,1986.576731481,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5MAF","Total","2020-2030",0.361630988410976,2756.1535182546,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5MAF","Coal","2020-2030",-0.115991273170099,2756.1535182546,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5MAF","Gas","2020-2030",0.259605951479334,2756.1535182546,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5MAF","Oil","2020-2030",-0.0299131431778918,2756.1535182546,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5OECD90+EU","Total","2020-2030",0.122889416949568,9768.870666582,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5OECD90+EU","Coal","2020-2030",-0.197727222876094,9768.870666582,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5OECD90+EU","Gas","2020-2030",0.220616067667816,9768.870666582,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5OECD90+EU","Oil","2020-2030",-0.00219894129134949,9768.870666582,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5REF","Total","2020-2030",0.113757672517274,1615.4343881631,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5REF","Coal","2020-2030",-0.151724487800277,1615.4343881631,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5REF","Gas","2020-2030",0.107537220629267,1615.4343881631,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","R5REF","Oil","2020-2030",0,1615.4343881631,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Total","2020-2030",0.207946636747003,27499.203281115,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Coal","2020-2030",-0.199955538983683,27499.203281115,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Gas","2020-2030",0.198793364026521,27499.203281115,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Oil","2020-2030",-0.00531285640917944,27499.203281115,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5ASIA","Total","2020-2030",0.216007473990065,11216.77160328,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5ASIA","Coal","2020-2030",-0.387808339462791,11216.77160328,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5ASIA","Gas","2020-2030",0.192045068730908,11216.77160328,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5ASIA","Oil","2020-2030",-0.00285854068106584,11216.77160328,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5LAM","Total","2020-2030",0.344750961646723,2035.6183206054,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5LAM","Coal","2020-2030",-0.00588367817088521,2035.6183206054,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5LAM","Gas","2020-2030",-0.00114011036200033,2035.6183206054,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5LAM","Oil","2020-2030",-0.00526196979550391,2035.6183206054,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5MAF","Total","2020-2030",0.38699561013138,2799.4942505136,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5MAF","Coal","2020-2030",-0.113613144643483,2799.4942505136,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5MAF","Gas","2020-2030",0.241916233318483,2799.4942505136,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5MAF","Oil","2020-2030",-0.0293582912641887,2799.4942505136,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5OECD90+EU","Total","2020-2030",0.175740933637291,10051.889477109,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5OECD90+EU","Coal","2020-2030",-0.200801169389351,10051.889477109,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5OECD90+EU","Gas","2020-2030",0.254692532314145,10051.889477109,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5OECD90+EU","Oil","2020-2030",-0.00214772374166703,10051.889477109,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5REF","Total","2020-2030",0.23974894745331,1731.060302913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5REF","Coal","2020-2030",-0.141326198779163,1731.060302913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5REF","Gas","2020-2030",0.102781255726793,1731.060302913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","R5REF","Oil","2020-2030",0,1731.060302913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Total","2020-2030",0.229555102889002,27834.833948865,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Coal","2020-2030",-0.249438138735364,27834.833948865,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Gas","2020-2030",0.200005133616937,27834.833948865,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Oil","2020-2030",-0.00526505779065285,27834.833948865,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5ASIA","Total","2020-2030",0.238859177938507,11362.314958317,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5ASIA","Coal","2020-2030",-0.282929228255451,11362.314958317,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5ASIA","Gas","2020-2030",0.181264813823104,11362.314958317,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5ASIA","Oil","2020-2030",-0.00282455021983951,11362.314958317,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5LAM","Total","2020-2030",0.300813209671941,1982.9810864913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5LAM","Coal","2020-2030",-0.00621827581079861,1982.9810864913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5LAM","Gas","2020-2030",0.0830826684570715,1982.9810864913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5LAM","Oil","2020-2030",-0.00510211982077036,1982.9810864913,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5MAF","Total","2020-2030",0.375798963759722,2780.1955636866,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5MAF","Coal","2020-2030",-0.114987445556775,2780.1955636866,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5MAF","Gas","2020-2030",0.244735767207166,2780.1955636866,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5MAF","Oil","2020-2030",-0.0295670312014304,2780.1955636866,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5OECD90+EU","Total","2020-2030",0.15217016579118,9923.668388298,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5OECD90+EU","Coal","2020-2030",-0.20268438546927,9923.668388298,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5OECD90+EU","Gas","2020-2030",0.239477960626049,9923.668388298,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5OECD90+EU","Oil","2020-2030",-0.00216769939398282,9923.668388298,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5REF","Total","2020-2030",0.108888954387833,1611.2754072768,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5REF","Coal","2020-2030",-0.152191515737616,1611.2754072768,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5REF","Gas","2020-2030",0.0425344771940818,1611.2754072768,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","R5REF","Oil","2020-2030",0,1611.2754072768,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Total","2020-2030",0.218392479637501,27660.435400875,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Coal","2020-2030",-0.209806689688544,27660.435400875,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Gas","2020-2030",0.193409362770941,27660.435400875,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Oil","2020-2030",-0.00527556754379159,27660.435400875,"HO15C","15C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5ASIA","Total","2020-2030",0.272477764636863,11319.721285818,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5ASIA","Coal","2020-2030",-0.254835323355962,11319.721285818,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5ASIA","Gas","2020-2030",0.193964181884584,11319.721285818,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5ASIA","Oil","2020-2030",-0.00283139099327073,11319.721285818,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5LAM","Total","2020-2030",0.282332189848068,1962.7933138209,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5LAM","Coal","2020-2030",-0.0178835100823066,1962.7933138209,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5LAM","Gas","2020-2030",0.16605955402044,1962.7933138209,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5LAM","Oil","2020-2030",-0.00513712417013056,1962.7933138209,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5MAF","Total","2020-2030",0.339897689096451,2717.7529442322,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5MAF","Coal","2020-2030",-0.117993831115946,2717.7529442322,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5MAF","Gas","2020-2030",0.277455961442011,2717.7529442322,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5MAF","Oil","2020-2030",-0.0298372455641692,2717.7529442322,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5OECD90+EU","Total","2020-2030",0.0924101244750641,9404.075067213,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5OECD90+EU","Coal","2020-2030",-0.193586486908651,9404.075067213,"L2C","2C"
"MESSAGE-GLOBIOM 1.0","EMF33_tax_hi_full","R5OECD90+EU","Gas","2020-2030",0.20294010375972,9404.075067213,"L2C","2C"
