"Model","Scenario","Region","Fuel","Period","Rate","Size","Category","Type"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5ASIA","Coal","2040-2050",0.0607271494625613,16636.30302,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5ASIA","Gas","2040-2050",0.00337475098478941,16636.30302,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5ASIA","Oil","2040-2050",0.00160805799027818,16636.30302,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5LAM","Total","2040-2050",0.193683616502408,3445.90065,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5LAM","Coal","2040-2050",0.00981921518834271,3445.90065,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5LAM","Gas","2040-2050",0.00873894028256447,3445.90065,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5LAM","Oil","2040-2050",0.00153979482838543,3445.90065,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5MAF","Total","2040-2050",0.406415301713473,5333.16273,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5MAF","Coal","2040-2050",0.0413223355740356,5333.16273,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5MAF","Gas","2040-2050",0.041348380157153,5333.16273,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5MAF","Oil","2040-2050",0.0134337959719448,5333.16273,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5OECD90+EU","Total","2040-2050",0.15571222591798,19902.61986,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5OECD90+EU","Coal","2040-2050",0.0065490754944259,19902.61986,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5OECD90+EU","Gas","2040-2050",-0.000154933371671223,19902.61986,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5OECD90+EU","Oil","2040-2050",0.000746750935532364,19902.61986,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5REF","Total","2040-2050",0.16925762696916,5354.69223,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5REF","Coal","2040-2050",0.00999722443431637,5354.69223,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5REF","Gas","2040-2050",0.0168401611384489,5354.69223,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","R5REF","Oil","2040-2050",-0.00019195500989606,5354.69223,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","World","Total","2040-2050",0.175488879264502,50672.6646,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","World","Coal","2040-2050",0.0285827846519048,50672.6646,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","World","Gas","2040-2050",0.00777327624488095,50672.6646,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nobeccs","World","Oil","2040-2050",0.00231953817561826,50672.6646,"H2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5ASIA","Total","2040-2050",0.1412718980756,17000.88774,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5ASIA","Coal","2040-2050",0.0898521690962003,17000.88774,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5ASIA","Gas","2040-2050",0.00995779294522887,17000.88774,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5ASIA","Oil","2040-2050",0.00482039533777898,17000.88774,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5LAM","Total","2040-2050",0.201985179690209,3445.24782,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5LAM","Coal","2040-2050",0.0155782581701191,3445.24782,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5LAM","Gas","2040-2050",0.0285036970141672,3445.24782,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5LAM","Oil","2040-2050",0.0099742781348019,3445.24782,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5MAF","Total","2040-2050",0.423282331280554,5469.53475,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5MAF","Coal","2040-2050",0.0590438702304616,5469.53475,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5MAF","Gas","2040-2050",0.0529794933655006,5469.53475,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5MAF","Oil","2040-2050",0.0202552218906736,5469.53475,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5OECD90+EU","Total","2040-2050",0.171452990528326,20542.42104,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5OECD90+EU","Coal","2040-2050",0.0134569717688933,20542.42104,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5OECD90+EU","Gas","2040-2050",0.0142102159931194,20542.42104,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5OECD90+EU","Oil","2040-2050",0.00320771148988192,20542.42104,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5REF","Total","2040-2050",0.17680231436837,5401.47375,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5REF","Coal","2040-2050",0.0134747669559627,5401.47375,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5REF","Gas","2040-2050",0.0228093860495017,5401.47375,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","R5REF","Oil","2040-2050",0.000252009000321441,5401.47375,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","World","Total","2040-2050",0.190704593385555,51859.50954,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","World","Coal","2040-2050",0.0434515235486741,51859.50954,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","World","Gas","2040-2050",0.0187487311126622,51859.50954,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_nofuel","World","Oil","2040-2050",0.00567550874681875,51859.50954,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5ASIA","Total","2040-2050",0.149376992642304,17269.77036,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5ASIA","Coal","2040-2050",0.0892945040874301,17269.77036,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5ASIA","Gas","2040-2050",0.0112295749136991,17269.77036,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5ASIA","Oil","2040-2050",0.00502684738652194,17269.77036,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5LAM","Total","2040-2050",0.214115881353924,3516.8091,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5LAM","Coal","2040-2050",0.0149216003791619,3516.8091,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5LAM","Gas","2040-2050",0.0300801769422173,3516.8091,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5LAM","Oil","2040-2050",0.0103953552667957,3516.8091,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5MAF","Total","2040-2050",0.430906596832523,5569.1955,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5MAF","Coal","2040-2050",0.0568699339069709,5569.1955,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5MAF","Gas","2040-2050",0.0526599326599327,5569.1955,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5MAF","Oil","2040-2050",0.0204614041651079,5569.1955,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5OECD90+EU","Total","2040-2050",0.184743687987023,20935.63305,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5OECD90+EU","Coal","2040-2050",0.0135372815965553,20935.63305,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5OECD90+EU","Gas","2040-2050",0.0175724583594571,20935.63305,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5OECD90+EU","Oil","2040-2050",0.00359596482323709,20935.63305,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5REF","Total","2040-2050",0.183229490250265,5468.53467,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5REF","Coal","2040-2050",0.0131317261996988,5468.53467,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5REF","Gas","2040-2050",0.0227379522127085,5468.53467,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","R5REF","Oil","2040-2050",0.000309878258484188,5468.53467,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","World","Total","2040-2050",0.200953345264629,52759.97046,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","World","Coal","2040-2050",0.0429584558186654,52759.97046,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","World","Gas","2040-2050",0.0205685846777102,52759.97046,"L2C","2C"
"AIM/CGE 2.1","EMF33_Med2C_none","World","Oil","2040-2050",0.00595669666339688,52759.97046,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5ASIA","Total","2040-2050",0.0744125689788453,19459.51497,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5ASIA","Coal","2040-2050",0.0619183952867043,19459.51497,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5ASIA","Gas","2040-2050",0.0145713015168743,19459.51497,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5ASIA","Oil","2040-2050",0.00657971281388007,19459.51497,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5LAM","Total","2040-2050",0.155033514473601,3941.39862,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5LAM","Coal","2040-2050",0.0096208741251348,3941.39862,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5LAM","Gas","2040-2050",0.0364465495245949,3941.39862,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5LAM","Oil","2040-2050",0.0132366312139217,3941.39862,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5MAF","Total","2040-2050",0.341376504347081,6486.3522,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5MAF","Coal","2040-2050",0.031003469099319,6486.3522,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5MAF","Gas","2040-2050",0.0546961325966851,6486.3522,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5MAF","Oil","2040-2050",0.0251402629662941,6486.3522,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5OECD90+EU","Total","2040-2050",0.132728290015674,22491.77142,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5OECD90+EU","Coal","2040-2050",0.013687581749397,22491.77142,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5OECD90+EU","Gas","2040-2050",0.0301430637605155,22491.77142,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5OECD90+EU","Oil","2040-2050",0.00516650013154011,22491.77142,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5REF","Total","2040-2050",0.151096691037579,6250.3611,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5REF","Coal","2040-2050",0.00992910953576746,6250.3611,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5REF","Gas","2040-2050",0.0309606880152892,6250.3611,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","R5REF","Oil","2040-2050",0.0012578057290162,6250.3611,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","World","Total","2040-2050",0.139912972837357,58629.42609,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","World","Coal","2040-2050",0.0309378317504864,58629.42609,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","World","Gas","2040-2050",0.0282015010254725,58629.42609,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_cost100","World","Oil","2040-2050",0.00797065895345182,58629.42609,"HO15C","15C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5ASIA","Total","2040-2050",0.0569192643045086,19247.12298,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5ASIA","Coal","2040-2050",0.0719039433289889,19247.12298,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5ASIA","Gas","2040-2050",0.0142572393954746,19247.12298,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5ASIA","Oil","2040-2050",0.00676201321803993,19247.12298,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5LAM","Total","2040-2050",0.132719048651067,3973.62342,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5LAM","Coal","2040-2050",0.0104097483902991,3973.62342,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5LAM","Gas","2040-2050",0.0347667419375135,3973.62342,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5LAM","Oil","2040-2050",0.0124092030844735,3973.62342,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5MAF","Total","2040-2050",0.320225093448603,6462.03081,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5MAF","Coal","2040-2050",0.0335877600063625,6462.03081,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5MAF","Gas","2040-2050",0.0580789245726298,6462.03081,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5MAF","Oil","2040-2050",0.0262838301137719,6462.03081,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5OECD90+EU","Total","2040-2050",0.119867286097864,22301.21451,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5OECD90+EU","Coal","2040-2050",0.014931871080415,22301.21451,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5OECD90+EU","Gas","2040-2050",0.0254690111045437,22301.21451,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5OECD90+EU","Oil","2040-2050",0.00488552585112101,22301.21451,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5REF","Total","2040-2050",0.131111870095971,6140.92179,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5REF","Coal","2040-2050",0.011680324624359,6140.92179,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5REF","Gas","2040-2050",0.0353123989224425,6140.92179,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","R5REF","Oil","2040-2050",0.00139783900423197,6140.92179,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","World","Total","2040-2050",0.123364412727537,58124.91351,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","World","Coal","2040-2050",0.0352186402763045,58124.91351,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","World","Gas","2040-2050",0.027057401809801,58124.91351,"L2C","2C"
"AIM/CGE 2.1","EMF33_WB2C_full","World","Oil","2040-2050",0.00803267363003772,58124.91351,"L2C","2C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5ASIA","Total","2040-2050",-0.0200014418609979,20615.44077,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5ASIA","Coal","2040-2050",0.0966451128660491,20615.44077,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5ASIA","Gas","2040-2050",0.026026264778233,20615.44077,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5ASIA","Oil","2040-2050",0.0135966144564757,20615.44077,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5LAM","Total","2040-2050",0.108005388555177,4268.64702,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5LAM","Coal","2040-2050",0.0121437728997325,4268.64702,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5LAM","Gas","2040-2050",0.0570158597934387,4268.64702,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5LAM","Oil","2040-2050",0.0223351707351994,4268.64702,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5MAF","Total","2040-2050",0.236477436195448,7290.09705,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5MAF","Coal","2040-2050",0.0394249730872924,7290.09705,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5MAF","Gas","2040-2050",0.100296277948728,7290.09705,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5MAF","Oil","2040-2050",0.0387619201859597,7290.09705,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5OECD90+EU","Total","2040-2050",0.0569874168582507,23743.9827,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5OECD90+EU","Coal","2040-2050",0.0225981760001872,23743.9827,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5OECD90+EU","Gas","2040-2050",0.0411833184160802,23743.9827,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5OECD90+EU","Oil","2040-2050",0.0110118577537542,23743.9827,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5REF","Total","2040-2050",0.0655398916100706,6479.18496,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5REF","Coal","2040-2050",0.014843589215888,6479.18496,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5REF","Gas","2040-2050",0.0508249296837484,6479.18496,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","R5REF","Oil","2040-2050",0.00306561706798381,6479.18496,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","World","Total","2040-2050",0.056900636918855,62397.38028,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","World","Coal","2040-2050",0.047508910898142,62397.38028,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","World","Gas","2040-2050",0.045166655833199,62397.38028,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_LowCarbonTransportPolicy","World","Oil","2040-2050",0.0150583716140591,62397.38028,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5ASIA","Total","2040-2050",-0.00909226373316106,21252.97788,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5ASIA","Coal","2040-2050",0.0981274328602463,21252.97788,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5ASIA","Gas","2040-2050",0.0259435380356214,21252.97788,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5ASIA","Oil","2040-2050",0.0127443317133872,21252.97788,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5LAM","Total","2040-2050",0.107130347600027,4322.44299,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5LAM","Coal","2040-2050",0.0119026578532155,4322.44299,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5LAM","Gas","2040-2050",0.056293401801466,4322.44299,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5LAM","Oil","2040-2050",0.0217229932742271,4322.44299,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5MAF","Total","2040-2050",0.234782624858965,7472.63943,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5MAF","Coal","2040-2050",0.0381347504679481,7472.63943,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5MAF","Gas","2040-2050",0.0894296702336674,7472.63943,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5MAF","Oil","2040-2050",0.0356291137146437,7472.63943,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5OECD90+EU","Total","2040-2050",0.0567852032760299,24375.96381,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5OECD90+EU","Coal","2040-2050",0.0225376639168878,24375.96381,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5OECD90+EU","Gas","2040-2050",0.0464383459387816,24375.96381,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5OECD90+EU","Oil","2040-2050",0.0104289119388876,24375.96381,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5REF","Total","2040-2050",0.0644841311538802,6609.38982,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5REF","Coal","2040-2050",0.0148916227791812,6609.38982,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5REF","Gas","2040-2050",0.0475708119149795,6609.38982,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","R5REF","Oil","2040-2050",0.00297580268915051,6609.38982,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","World","Total","2040-2050",0.0598849727485978,64033.42782,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","World","Coal","2040-2050",0.0479379996433869,64033.42782,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","World","Gas","2040-2050",0.0454338988095109,64033.42782,"LO15C","15C"
"AIM/CGE 2.1","TERL_15D_NoTransportPolicy","World","Oil","2040-2050",0.0141317707142544,64033.42782,"LO15C","15C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5ASIA","Total","2040-2050",0.158284891032656,16843.16679,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5ASIA","Coal","2040-2050",0.0472550554134838,16843.16679,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5ASIA","Gas","2040-2050",-0.0012402988262518,16843.16679,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5ASIA","Oil","2040-2050",-0.000997846795056283,16843.16679,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5LAM","Total","2040-2050",0.237009707765378,3328.07178,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5LAM","Coal","2040-2050",0.00681129539820202,3328.07178,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5LAM","Gas","2040-2050",-0.00794651129790235,3328.07178,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5LAM","Oil","2040-2050",-0.00378127060709009,3328.07178,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5MAF","Total","2040-2050",0.445547679550622,5192.7765,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5MAF","Coal","2040-2050",0.0454941821586198,5192.7765,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5MAF","Gas","2040-2050",0.0279309883643172,5192.7765,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5MAF","Oil","2040-2050",0.00459542597298382,5192.7765,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5OECD90+EU","Total","2040-2050",0.187415304131582,19392.82908,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5OECD90+EU","Coal","2040-2050",-0.00246817727328725,19392.82908,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5OECD90+EU","Gas","2040-2050",-0.0131158625155067,19392.82908,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5OECD90+EU","Oil","2040-2050",-0.000975524505576677,19392.82908,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5REF","Total","2040-2050",0.231750837815727,5110.42269,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5REF","Coal","2040-2050",0.00561533590091352,5110.42269,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5REF","Gas","2040-2050",-0.00914326716876721,5110.42269,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","R5REF","Oil","2040-2050",-0.00123939650087927,5110.42269,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","World","Total","2040-2050",0.212310551407794,49867.26684,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","World","Coal","2040-2050",0.0207673427004286,49867.26684,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","World","Gas","2040-2050",-0.0040783743101971,49867.26684,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_LowCarbonTransportPolicy","World","Oil","2040-2050",-0.000616686294411722,49867.26684,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5ASIA","Total","2040-2050",0.157034916038626,17191.81968,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5ASIA","Coal","2040-2050",0.0547251703142572,17191.81968,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5ASIA","Gas","2040-2050",0.0025611773982962,17191.81968,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5ASIA","Oil","2040-2050",7.27148157244966e-05,17191.81968,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5LAM","Total","2040-2050",0.230180843993676,3364.89417,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5LAM","Coal","2040-2050",0.00632396709225479,3364.89417,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5LAM","Gas","2040-2050",-0.00141174722294463,3364.89417,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5LAM","Oil","2040-2050",-0.00326930935839804,3364.89417,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5MAF","Total","2040-2050",0.448962109419889,5318.36988,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5MAF","Coal","2040-2050",0.0428475914879391,5318.36988,"L2C","2C"
"AIM/CGE 2.1","TERL_2D_NoTransportPolicy","R5MAF","Gas","2040-2050",0.0437355703435956,5318.36988,"L2C","2C"
